Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion
Courvoisier Old Fashioned,https://www.thecocktailproject.com/drink-recipes/courvoisier-old-fashioned,"Sugar, Orange Zest, Sugar, Orange Zest, Bitters",Cognac,Sweet,3,32,"Sugar, Orange Zest, Bitters",['orange'],
Blazer,https://www.thecocktailproject.com/drink-recipes/blazer,"Courvoisier VSOP Cognac, DeKuyper Triple Sec Liqueur, Courvoisier VSOP Cognac, DeKuyper Triple Sec Liqueur, Coffee, Orange Zest, Bitters",Cognac,Sweet,3,29,"Courvoisier VSOP Cognac, DeKuyper Triple Sec Liqueur, Coffee, Orange Zest, Bitters",,"['christmas', 'winter']"
Sparkling Cognac,https://www.thecocktailproject.com/drink-recipes/sparkling-cognac,"Courvoisier VSOP Cognac, Champagne, Courvoisier VSOP Cognac, Champagne, Sugar Cubes",Cognac,Sweet,3,41,"Courvoisier VSOP Cognac, Champagne, Sugar Cubes",['yellow'],"['ladies-night', 'new-years', 'wedding']"
Chili Chocolate Orange,https://www.thecocktailproject.com/drink-recipes/chili-chocolate-orange,"Courvoisier VSOP Cognac, DeKuyper Creme De Cacao Dark Liqueur, Courvoisier VSOP Cognac, DeKuyper Creme De Cacao Dark Liqueur, Orange Juice, Orange Bitters",Cognac,Sweet,2,42,"Courvoisier VSOP Cognac, DeKuyper Creme De Cacao Dark Liqueur, Orange Juice, Orange Bitters",['brown'],
Crusta,https://www.thecocktailproject.com/drink-recipes/crusta,"Courvoisier VSOP Cognac, DeKuyper Cherry Brandy, Courvoisier VSOP Cognac, DeKuyper Cherry Brandy, Lemon Juice, Bitters, Simple Syrup",Cognac,Sweet,3,26,"Courvoisier VSOP Cognac, DeKuyper Cherry Brandy, Lemon Juice, Bitters, Simple Syrup",['brown'],
Courvoisier Sidecar,https://www.thecocktailproject.com/drink-recipes/courvoisier-sidecar,"Courvoisier VSOP Cognac, Lemon Juice, Courvoisier VSOP Cognac, Lemon Juice, Simple Syrup, Lemon Twist",Cognac,Sweet,3,55,"Courvoisier VSOP Cognac, Lemon Juice, Simple Syrup, Lemon Twist",['brown'],"['ladies-night', 'new-years', 'wedding']"
Apri Diem,https://www.thecocktailproject.com/drink-recipes/apri-diem,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Apricot Jam, Basil Hayden's Kentucky Straight Bourbon Whiskey, Apricot Jam, Ginger, Sliced, Lemon Juice, Orange Bitters, Variations of the Classic Martini",Bourbon,Sweet,3,19,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Apricot Jam, Ginger, Sliced, Lemon Juice, Orange Bitters, Variations of the Classic Martini",['yellow'],"['spring', 'summer']"
A Warm Welcome,https://www.thecocktailproject.com/drink-recipes/warm-welcome,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Egg White, Basil Hayden's Kentucky Straight Bourbon Whiskey, Egg White, Lime Juice, Simple Syrup, Nutmeg",Bourbon,Sweet,3,34,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Egg White, Lime Juice, Simple Syrup, Nutmeg",['brown'],"['holiday', 'winter']"
Harbor Punch,https://www.thecocktailproject.com/drink-recipes/harbor-punch,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Iced Tea, Basil Hayden's Kentucky Straight Bourbon Whiskey, Iced Tea, Lemon Juice, Honey Syrup, Easy Ice Tips",Bourbon,Sweet,3,23,"Basil Hayden's Kentucky Straight Bourbon Whiskey, Iced Tea, Lemon Juice, Honey Syrup, Easy Ice Tips",['brown'],"['bbq', 'spring', 'summer']"
Honey Toddy,https://www.thecocktailproject.com/drink-recipes/honey-toddy,"Jim Beam Honey, Lemonade, Jim Beam Honey, Lemonade, Lemon Wedges, Soda Water, Whole Cloves, Cinnamon Stick, Shaking & Stirring",Bourbon,Hot,3,41,"Jim Beam Honey, Lemonade, Lemon Wedges, Soda Water, Whole Cloves, Cinnamon Stick, Shaking & Stirring",['brown'],"['fall', 'holiday', 'winter']"
Fireside Coco,https://www.thecocktailproject.com/drink-recipes/fireside-coco,"Jim Beam Kentucky Fire, Hot Chocolate, Jim Beam Kentucky Fire, Hot Chocolate, Marshmallows, Cinnamon Stick",Bourbon,Hot,3,47,"Jim Beam Kentucky Fire????????????????????????, Hot Chocolate, Marshmallows, Cinnamon Stick",['brown'],"['christmas', 'fall', 'holiday', 'winter']"
Fire Apple,https://www.thecocktailproject.com/drink-recipes/fire-apple,"Jim Beam Kentucky Fire, DeKuyper Red Apple Schnapps Liqueur, Jim Beam Kentucky Fire, DeKuyper Red Apple Schnapps Liqueur",Bourbon,Spicy,3,23,"Jim Beam Kentucky Fire????????????????????????, DeKuyper Red Apple Schnapps Liqueur",['red'],['fall']
Fire Drop,https://www.thecocktailproject.com/drink-recipes/fire-drop,"Jim Beam Kentucky Fire, DeKuyper Triple Sec Liqueur, Jim Beam Kentucky Fire, DeKuyper Triple Sec Liqueur, Lemon Sour, Sugar",Bourbon,Sour,3,17,"Jim Beam Kentucky Fire????????????????????????, DeKuyper Triple Sec Liqueur, Lemon Sour, Sugar",['brown'],"['bbq', 'spring', 'summer']"
Bloody Beam,https://www.thecocktailproject.com/drink-recipes/bloody-beam,"Jim Beam Original, Basil Leaves, Jim Beam Original, Basil Leaves, Simple Syrup, Worcestershire sauce, Lemon Wedges",Bourbon,Savory,3,37,"Jim Beam Original, Basil Leaves, Simple Syrup, Worcestershire sauce, Lemon Wedges",['red'],['brunch']
Beam Ade,https://www.thecocktailproject.com/drink-recipes/beam-ade,"DeKuyper Triple Sec Liqueur, Jim Beam Original, DeKuyper Triple Sec Liqueur, Jim Beam Original, Lemonade, Lemon Wedges, Shaking & Stirring",Bourbon,Sweet,3,18,"DeKuyper Triple Sec Liqueur, Jim Beam Original, Lemonade, Lemon Wedges, Shaking & Stirring",['yellow'],['summer']
Jim Beam Manhattan,https://www.thecocktailproject.com/drink-recipes/jim-beam-manhattan,"Jim Beam Original, Vermouth, Sweet, Jim Beam Original, Vermouth, Sweet, Bitters, Lemon Peel, Maraschino Cherries",Bourbon,Savory,3,33,"Jim Beam Original, Vermouth, Sweet, Bitters, Lemon Peel, Maraschino Cherries",['brown'],
Kentucky Sweet Tea,https://www.thecocktailproject.com/drink-recipes/kentucky-sweet-tea,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Lemon Wedges",Bourbon,Sweet,3,50,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Lemon Wedges",['brown'],"['bbq', 'summer']"
Kentucky Sunrise,https://www.thecocktailproject.com/drink-recipes/kentucky-sunrise,"Grenadine, Jim Beam Original, Grenadine, Jim Beam Original, Orange Juice, Maraschino Cherries, Orange Slice",Bourbon,Fruity,3,41,"Grenadine, Jim Beam Original, Orange Juice, Maraschino Cherries, Orange Slice",['orange'],"['brunch', 'spring', 'summer']"
Cranberry Cooler,https://www.thecocktailproject.com/drink-recipes/cranberry-cooler,"Cranberry Juice, DeKuyper Triple Sec Liqueur, Cranberry Juice, DeKuyper Triple Sec Liqueur, Jim Beam Original, Lemon Sour, Lemon Wedges",Bourbon,Sweet,3,36,"Cranberry Juice, DeKuyper Triple Sec Liqueur, Jim Beam Original, Lemon Sour, Lemon Wedges",['red'],"['fall', 'thanksgiving', 'thanksgiving']"
DeKuyper Fuzzy Beam,https://www.thecocktailproject.com/drink-recipes/dekuyper-fuzzy-beam,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Maraschino Cherries, Simple Garnishes",Bourbon,Fruity,3,15,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Original, Orange Juice, Maraschino Cherries, Simple Garnishes",['brown'],['spring']
Bourbon Sour,https://www.thecocktailproject.com/drink-recipes/bourbon-sour,"Jim Beam Original, Lemon Juice, Jim Beam Original, Lemon Juice, Lemon-Lime Soda, Sugar, Lemon Wheel, Maraschino Cherries",Bourbon,Sour,3,36,"Jim Beam Original, Lemon Juice, Lemon-Lime Soda, Sugar, Lemon Wheel, Maraschino Cherries",['orange'],['summer']
Dernier Cri,https://www.thecocktailproject.com/drink-recipes/dernier-cri,"Jim Beam Bonded, Sour Mix, Jim Beam Bonded, Sour Mix, Green Chartreuse Liqueur, Mint, Fresh, Mint Sprig",Bourbon,Sour,3,13,"Jim Beam Bonded, Sour Mix, Green Chartreuse Liqueur, Mint, Fresh, Mint Sprig",['brown'],"['fall', 'spring']"
Jim Beam Orleans,https://www.thecocktailproject.com/drink-recipes/jim-beam-orleans,"Jim Beam Rye, Bitters, Jim Beam Rye, Bitters, Simple Syrup, Absinthe, Lime Twist",Rye Whisky,Spicy,3,33,"Jim Beam Rye, Bitters, Simple Syrup, Absinthe, Lime Twist",['brown'],"['fall', 'holiday', 'wedding', 'winter']"
The Rider,https://www.thecocktailproject.com/drink-recipes/rider,"Jim Beam Devil's Cut, Jim Beam Honey, Jim Beam Devil's Cut, Jim Beam Honey, Orange Juice, Sugar Cubes",Whiskey,Sweet,3,47,"Jim Beam Devil's Cut, Jim Beam Honey, Orange Juice, Sugar Cubes",['yellow'],"['brunch', 'fall', 'spring']"
Devil in the Morning,https://www.thecocktailproject.com/drink-recipes/devil-in-the-morning,"Grenadine, JDK & Sons O3 Premium Orange Liqueur, Grenadine, JDK & Sons O3 Premium Orange Liqueur, Jim Beam Devil's Cut, Orange Juice, Maraschino Cherries, Orange Wheel, Variations of the Classic Martini",Bourbon,Sweet,3,33,"Grenadine, JDK & Sons???????????????????????? O3 Premium Orange Liqueur, Jim Beam Devil's Cut, Orange Juice, Maraschino Cherries, Orange Wheel, Variations of the Classic Martini",['orange'],"['brunch', 'summer']"
Dancing with the Devil,https://www.thecocktailproject.com/drink-recipes/dancing-with-the-devil,"DeKuyper Triple Sec Liqueur, Jim Beam Devil's Cut, DeKuyper Triple Sec Liqueur, Jim Beam Devil's Cut, Lemon Sour, Passion Fruit Juice, Tabasco Hot Sauce, Maraschino Cherries",Bourbon,Spicy,3,29,"DeKuyper Triple Sec Liqueur, Jim Beam Devil's Cut, Lemon Sour, Passion Fruit Juice, Tabasco Hot Sauce, Maraschino Cherries",['brown'],['summer']
Black Beauty,https://www.thecocktailproject.com/drink-recipes/black-beauty,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Black, DeKuyper Peachtree Schnapps Liqueur, Jim Beam Black, Cranberry Juice, Ice, Sugar",Bourbon,Sweet,3,32,"DeKuyper Peachtree Schnapps Liqueur, Jim Beam Black, Cranberry Juice, Ice, Sugar",['red'],['summer']
Front Porch Peach Tea,https://www.thecocktailproject.com/drink-recipes/front-porch-peach-tea,"DeKuyper Peachtree Schnapps Liqueur, Iced Tea, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Jim Beam Black, Lemon Wedges",Bourbon,Sweet,3,53,"DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Jim Beam Black, Lemon Wedges",['brown'],"['bbq', 'spring', 'summer']"
Apple Highball,https://www.thecocktailproject.com/drink-recipes/apple-highball,"Bitters, Ginger Ale, Bitters, Ginger Ale, Apple Cider, Hard, Jim Beam Black, Lemon Wheel, Embracing Herbs and Spices",Bourbon,Sweet,3,30,"Bitters, Ginger Ale, Apple Cider, Hard, Jim Beam Black, Lemon Wheel, Embracing Herbs and Spices",['brown'],"['bbq', 'fall']"
Melon Ball,https://www.thecocktailproject.com/drink-recipes/melon-ball,"Midori Melon Liqueur, Pinnacle Original Vodka, Midori Melon Liqueur, Pinnacle Original Vodka, Orange Juice, Melon Balls",Cordials,Fruity,3,79,"Midori Melon Liqueur, Pinnacle Original Vodka, Orange Juice, Melon Balls, Simple Garnishes",['green'],"['ladies-night', 'summer', 'tropical']"
Cruzan Daiquiri,https://www.thecocktailproject.com/drink-recipes/cruzan-daiquiri,"Cruzan Aged Light Rum, Lime Juice, Cruzan Aged Light Rum, Lime Juice, Simple Syrup",Rum,Fruity,3,46,"Cruzan Aged Light Rum, Lime Juice, Simple Syrup",['clear'],"['summer', 'tropical']"
Hurricane,https://www.thecocktailproject.com/drink-recipes/hurricane,"Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Pineapple Juice, Grenadine, Orange Wedges, Maraschino Cherries",Cordials,Fruity,3,52,"Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Pineapple Juice, Grenadine, Orange Wedges, Maraschino Cherries",['orange'],"['summer', 'tropical']"
Cucumber Martini,https://www.thecocktailproject.com/drink-recipes/cucumber-martini,"EFFEN Cucumber Vodka, EFFEN Cucumber Vodka",Vermouth,Savory,3,41,EFFEN Cucumber Vodka,['clear'],"['ladies-night', 'summer']"
Cuba Libre,https://www.thecocktailproject.com/drink-recipes/cuba-libre,"Cruzan Aged Light Rum, Lime Juice, Cruzan Aged Light Rum, Lime Juice, Cola, Lime Wedges",Rum,Sweet,3,33,"Cruzan Aged Light Rum, Lime Juice, Cola, Lime Wedges",['brown'],['bbq']
Rum Runner,https://www.thecocktailproject.com/drink-recipes/rum-runner,"Cruzan Coconut Rum, DeKuyper Blackberry Brandy, Cruzan Coconut Rum, DeKuyper Blackberry Brandy, Pineapple Juice, Orange Juice, Grenadine, Pineapple Wedge",Cordials,Fruity,3,47,"Cruzan Coconut Rum, DeKuyper Blackberry Brandy, Pineapple Juice, Orange Juice, Grenadine, Pineapple Wedge",['pink'],"['summer', 'tropical']"
Vodka Collins,https://www.thecocktailproject.com/drink-recipes/vodka-collins,"Pinnacle Original Vodka, Sour Mix, Pinnacle Original Vodka, Sour Mix, Soda Water, Lemon Wedges, Better With Bitters",Vodka,Fruity,3,29,"Pinnacle Original Vodka, Sour Mix, Soda Water, Lemon Wedges, Better With Bitters",['yellow'],['summer']
Mango Rum Margarita,https://www.thecocktailproject.com/drink-recipes/mango-rum-margarita,"Cruzan Mango Rum, DeKuyper Triple Sec Liqueur, Cruzan Mango Rum, DeKuyper Triple Sec Liqueur, Lime Juice, Mango",Cordials,Fruity,3,34,"Cruzan Mango Rum, DeKuyper Triple Sec Liqueur, Lime Juice, Mango",['yellow'],"['spring', 'summer']"
Vodka Gimlet,https://www.thecocktailproject.com/drink-recipes/vodka-gimlet,"Pinnacle Original Vodka, Lime Juice, Pinnacle Original Vodka, Lime Juice, Simple Syrup, Lime Wedges",Vodka,Fruity,3,26,"Pinnacle Original Vodka, Lime Juice, Simple Syrup, Lime Wedges",['clear'],['summer']
Strawberry Daiquiri,https://www.thecocktailproject.com/drink-recipes/strawberry-daiquiri,"Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Strawberries, Lime Juice, Ice",Cordials,Frozen,3,34,"Cruzan Aged Light Rum, DeKuyper Triple Sec Liqueur, Strawberries, Lime Juice, Ice",['red'],"['ladies-night', 'summer', 'tropical']"
Mudslide,https://www.thecocktailproject.com/drink-recipes/mudslide,"Pinnacle Original Vodka, Kamora Coffee Liqueur, Pinnacle Original Vodka, Kamora Coffee Liqueur, DeKuyper Creme De Cacao Dark Liqueur, Milk, Ice, Chocolate Syrup",Cordials,Sweet,3,39,"Pinnacle Original Vodka, Kamora Coffee Liqueur, DeKuyper Creme De Cacao Dark Liqueur, Milk, Ice, Chocolate Syrup",['brown'],"['birthday', 'ladies-night', 'summer']"
Moscow Mule,https://www.thecocktailproject.com/drink-recipes/moscow-mule,"Pinnacle Original Vodka, Lime Juice, Pinnacle Original Vodka, Lime Juice, Ginger Beer, Lime Wedges",Vodka,Sweet,3,50,"Pinnacle Original Vodka, Lime Juice, Ginger Beer, Lime Wedges",['clear'],"['bbq', 'spring', 'summer']"
Midori and Ginger Beer,https://www.thecocktailproject.com/drink-recipes/midori-and-ginger-beer,"Midori Melon Liqueur, Ginger Beer, Midori Melon Liqueur, Ginger Beer",Cordials,Sweet,3,46,"Midori Melon Liqueur, Ginger Beer",['green'],['summer']
Green Eyed Ginger,https://www.thecocktailproject.com/drink-recipes/green-eyed-ginger,"2 GINGERS Whiskey, Midori Melon Liqueur, 2 GINGERS Whiskey, Midori Melon Liqueur, Ginger Ale, Lemon Wheel, Lime Wheel",Cordials,Fruity,3,43,"2 GINGERS Whiskey, Midori Melon Liqueur, Ginger Ale, Lemon Wheel, Lime Wheel",['green'],
Emerald Daiquiri,https://www.thecocktailproject.com/drink-recipes/emerald-daiquiri,"Midori Melon Liqueur, Cruzan Aged Light Rum, Midori Melon Liqueur, Cruzan Aged Light Rum, Lime, Melon Wedge",Cordials,Sweet,3,19,"Midori Melon Liqueur, Cruzan Aged Light Rum, Lime, Melon Wedge",['green'],"['spring', 'summer', 'tropical']"
Midori Jim and Ginger,https://www.thecocktailproject.com/drink-recipes/jim-and-ginger,"Jim Beam Original, Mint, Fresh, Jim Beam Original, Mint, Fresh, Midori Melon Liqueur, Ginger Beer, Fresh Mint Leaves",Bourbon,Sweet,3,25,"Jim Beam Original, Mint, Fresh, Midori Melon Liqueur, Ginger Beer, Fresh Mint Leaves",['green'],"['bbq', 'spring', 'summer']"
Garden Delight,https://www.thecocktailproject.com/drink-recipes/garden-delight,"Midori Melon Liqueur, Gin, Midori Melon Liqueur, Gin, Tonic Water, Cucumber, Rosemary Sprigs",Cordials,Sweet,3,58,"Midori Melon Liqueur, Gin, Tonic Water, Cucumber, Rosemary Sprigs",['green'],"['spring', 'summer', 'wedding']"
Bourbon Cider Cocktail,https://www.thecocktailproject.com/drink-recipes/bourbon-cider-cocktail,"Maker's Mark Bourbon, Sugar, Maker's Mark Bourbon, Sugar, Bitters, Hard Cider, Dry, Maraschino Cherries",Bourbon,Fruity,3,84,"Maker's Mark Bourbon, Sugar, Bitters, Hard Cider, Dry, Maraschino Cherries",['brown'],"['fall', 'holiday', 'thanksgiving']"
Kentucky Bubbly,https://www.thecocktailproject.com/drink-recipes/kentucky-bubbly,"Maker's Mark Bourbon, Apple Cider, Chilled Sparkling, Maker's Mark Bourbon, Apple Cider, Chilled Sparkling, Maraschino Cherries",Bourbon,Sweet,3,26,"Maker's Mark Bourbon, Apple Cider, Chilled Sparkling, Maraschino Cherries",['yellow'],"['ladies-night', 'new-years']"
Bourbon Bonn Bonn,https://www.thecocktailproject.com/drink-recipes/bourbon-bonn-bonn,"Maker's Mark Bourbon, DeKuyper Creme De Cacao Dark Liqueur, Maker's Mark Bourbon, DeKuyper Creme De Cacao Dark Liqueur, Half and Half",Bourbon,Sweet,3,27,"Maker's Mark Bourbon, DeKuyper Creme De Cacao Dark Liqueur, Half and Half",['brown'],"['holiday', 'winter']"
Bourbon Butter Pecan Milkshake,https://www.thecocktailproject.com/drink-recipes/bourbon-butter-pecan-milkshake,"Maker's Mark Bourbon, Butter Pecan Ice Cream, Maker's Mark Bourbon, Butter Pecan Ice Cream, Milk, Toasted Pecans, Vanilla Bean, Scraped, Seeds Only, Maple Syrup",Bourbon,Frozen,3,47,"Maker's Mark Bourbon, Butter Pecan Ice Cream, Milk, Toasted Pecans, Vanilla Bean, Scraped, Seeds Only, Maple Syrup",,"['birthday', 'fall', 'summer']"
Snow Cap,https://www.thecocktailproject.com/drink-recipes/snow-cap,"Maker's Mark Bourbon, Sugar, Powdered, Maker's Mark Bourbon, Sugar, Powdered, Heavy Cream, JDK & Sons???????????????? O3 Premium Orange Liqueur, Nutmeg, Orange Twist",Bourbon,Sweet,3,46,"Maker's Mark Bourbon, Sugar, Powdered, Heavy Cream, JDK & Sons???????????????????????? O3 Premium Orange Liqueur, Nutmeg, Orange Twist",,"['christmas', 'holiday', 'winter']"
Apples and Bourbon,https://www.thecocktailproject.com/drink-recipes/apples-and-bourbon,"Maker's Mark Bourbon, Aperol Aperitif, Maker's Mark Bourbon, Aperol Aperitif, Lemon Juice, Thyme Honey, Maple Bitters, Apples, Thyme Sprig, Easy Ice Tips",Bourbon,Sweet,3,29,"Maker's Mark Bourbon, Aperol Aperitif, Lemon Juice, Thyme Honey, Maple Bitters, Apples, Thyme Sprig, Easy Ice Tips",['red'],"['fall', 'holiday', 'thanksgiving']"
Apricot Sage Bourbon Cocktail,https://www.thecocktailproject.com/drink-recipes/apricot-sage-bourbon-cocktail,"Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Apricot Jam, Sage Leaves, Soda Water",Bourbon,Sweet,3,31,"Maker's Mark Bourbon, Lemon Juice, Apricot Jam, Sage Leaves, Soda Water",['brown'],"['spring', 'summer']"
Bourbon Tarragon Cooler,https://www.thecocktailproject.com/drink-recipes/bourbon-tarragon-cooler,"Maker's Mark Bourbon, Lime Juice, Maker's Mark Bourbon, Lime Juice, Agave Syrup, Salt, Ice, Tarragon",Bourbon,Spicy,3,37,"Maker's Mark Bourbon, Lime Juice, Agave Syrup, Salt, Ice, Tarragon",['green'],['summer']
Fancy Bourbon Punch,https://www.thecocktailproject.com/drink-recipes/fancy-bourbon-punch,"Maker's Mark Bourbon, Sugar, Granulated, Maker's Mark Bourbon, Sugar, Granulated, Lemon, Orange, Tea, Champagne, Nutmeg",Bourbon,Sweet,3,53,"Maker's Mark Bourbon, Sugar, Granulated, Lemon, Orange, Tea, Champagne, Nutmeg",['brown'],"['bbq', 'birthday', 'ladies-night', 'brunch', 'christmas', 'fall', 'thanksgiving', 'winter']"
La Mela,https://www.thecocktailproject.com/drink-recipes/la-mela,"Maker's Mark Bourbon, St Elizabeth Allspice Dram, Maker's Mark Bourbon, St Elizabeth Allspice Dram, DeKuyper Amaretto Liqueur, Rosemary Apple Cider, Rosemary Cider Maple Syrup Mix, Rosemary Sprigs",Bourbon,Sweet,3,37,"Maker's Mark Bourbon, St Elizabeth Allspice Dram, DeKuyper Amaretto Liqueur, Rosemary Apple Cider, Rosemary Cider Maple Syrup Mix, Rosemary Sprigs",['brown'],"['fall', 'holiday', 'thanksgiving']"
Summer Mash Up,https://www.thecocktailproject.com/drink-recipes/summer-mash-up,"Maker's Mark Bourbon, DeKuyper Triple Sec Liqueur, Maker's Mark Bourbon, DeKuyper Triple Sec Liqueur, Orange Juice, Pineapple Juice, Grenadine, Pineapple Wedge, Maraschino Cherries",Bourbon,Sweet,3,35,"Maker's Mark Bourbon, DeKuyper Triple Sec Liqueur, Orange Juice, Pineapple Juice, Grenadine, Pineapple Wedge, Maraschino Cherries",['red'],"['bbq', 'summer', 'tropical']"
Old Fashioned,https://www.thecocktailproject.com/drink-recipes/old-fashioned,"Maker's Mark Bourbon, Water, Maker's Mark Bourbon, Water, Bitters, Sugar, Cherry, Variations of the Classic Martini",Bourbon,Sweet,3,96,"Maker's Mark Bourbon, Water, Bitters, Sugar, Cherry, Variations of the Classic Martini",['brown'],"['bbq', 'fall', 'thanksgiving']"
The Chee Chee,https://www.thecocktailproject.com/drink-recipes/chee-chee,"Maker's Mark Bourbon, Blood Orange, Slice, Maker's Mark Bourbon, Blood Orange, Slice, Amarena Cherry, Marsala, Dry, Averna Amaro",Bourbon,Sweet,3,50,"Maker's Mark Bourbon, Blood Orange, Slice, Amarena Cherry, Marsala, Dry, Averna Amaro",['brown'],"['bbq', 'fall', 'thanksgiving']"
The Fiscal Agent,https://www.thecocktailproject.com/drink-recipes/fiscal-agent,"Maker's Mark Bourbon, Green Chartreuse Liqueur, Maker's Mark Bourbon, Green Chartreuse Liqueur, Maraschino Liqueur, Orange Zest And Orange Peel, Burnt",Bourbon,Sweet,3,54,"Maker's Mark Bourbon, Green Chartreuse Liqueur, Maraschino Liqueur, Orange Zest And Orange Peel, Burnt",['brown'],['fall']
The Unnecessary Noise,https://www.thecocktailproject.com/drink-recipes/unnecessary-noise,"Maker's Mark Bourbon, Aperol Aperitif, Maker's Mark Bourbon, Aperol Aperitif, Absinthe, Rhubarb Bitters, Orange Zest",Bourbon,Sweet,3,34,"Maker's Mark Bourbon, Aperol Aperitif, Absinthe, Rhubarb Bitters, Orange Zest",['red'],"['bbq', 'fall', 'thanksgiving']"
Kentucky Coffee,https://www.thecocktailproject.com/drink-recipes/kentucky-coffee,"Maker's Mark Bourbon, Irish Cream, Maker's Mark Bourbon, Irish Cream, DeKuyper Hazelnut Schnapps Liqueur, Hot Coffee, Whipped Cream",Bourbon,Hot,3,60,"Maker's Mark Bourbon, Irish Cream, DeKuyper Hazelnut Schnapps Liqueur, Hot Coffee, Whipped Cream",['brown'],"['fall', 'holiday', 'winter']"
Yuzu Toddy,https://www.thecocktailproject.com/drink-recipes/yuzu-toddy,"Maker's Mark Bourbon, Yuzu Honey, Maker's Mark Bourbon, Yuzu Honey, Yuzu Juice, Hot Water, Easy Ice Tips",Bourbon,Hot,3,28,"Maker's Mark Bourbon, Yuzu Honey, Yuzu Juice, Hot Water, Easy Ice Tips",['brown'],"['fall', 'holiday', 'thanksgiving', 'winter']"
Bourbon Ball,https://www.thecocktailproject.com/drink-recipes/bourbon-ball,"Maker's Mark Bourbon, DeKuyper Creme de Cocoa White Liqueur, Maker's Mark Bourbon, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Hazelnut Schnapps Liqueur, Heavy Cream, Whipped Cream",Bourbon,Sweet,3,92,"Maker's Mark Bourbon, DeKuyper Creme de Cocoa White Liqueur, DeKuyper Hazelnut Schnapps Liqueur, Heavy Cream, Whipped Cream",,"['birthday', 'birthday', 'holiday', 'winter']"
Citrus Basil Manhattan,https://www.thecocktailproject.com/drink-recipes/citrus-basil-manhattan,"Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Simple Syrup, Basil Leaves, Bitters, Lemon Twist",Bourbon,Sweet,3,57,"Maker's Mark Bourbon, Lemon Juice, Simple Syrup, Basil Leaves, Bitters, Lemon Twist",['brown'],"['fall', 'spring', 'wedding']"
Dram Sour,https://www.thecocktailproject.com/drink-recipes/dram-sour,"Maker's Mark Bourbon, Lemon Juice, Maker's Mark Bourbon, Lemon Juice, Bitters, Egg Whites, Powdered, Lemon Peel",Bourbon,Sour,3,21,"Maker's Mark Bourbon, Lemon Juice, Bitters, Egg Whites, Powdered, Lemon Peel",['brown'],"['fall', 'holiday']"
Le Provocateur,https://www.thecocktailproject.com/drink-recipes/le-provocateur,"Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Lime Juice, Bitters, Pear, Sliced",Bourbon,Sweet,3,33,"Maker's Mark Bourbon, DeKuyper Peachtree Schnapps Liqueur, Lime Juice, Bitters, Pear, Sliced",['orange'],"['birthday', 'ladies-night', 'new-years']"
Oh Henry,https://www.thecocktailproject.com/drink-recipes/oh-henry,"Maker's Mark Bourbon, Ginger Ale, Maker's Mark Bourbon, Ginger Ale, Lemon Rind",Bourbon,Sweet,3,28,"Maker's Mark Bourbon, Ginger Ale, Lemon Rind",['brown'],"['bbq', 'fall', 'winter']"
The Samuels,https://www.thecocktailproject.com/drink-recipes/the-samuels,"Maker's Mark Bourbon, DeKuyper Amaretto Liqueur, Maker's Mark Bourbon, DeKuyper Amaretto Liqueur, Cranberry Juice, Lemon Juice, Orange Zest, Flamed Oils, Fresh Ingredient Enhancements",Bourbon,Sweet,3,32,"Maker's Mark Bourbon, DeKuyper Amaretto Liqueur, Cranberry Juice, Lemon Juice, Orange Zest, Flamed Oils, Fresh Ingredient Enhancements",['red'],"['birthday', 'ladies-night', 'fall', 'thanksgiving']"
