Name,Link,Ingredients,Main Spirit,Flavor,Rating,Ratings Count
Pineapple Smash,https://www.thecocktailproject.com/drink-recipes/pineapple-smash,"Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Lime Juice, Soda Water, Lime Wedges, Embracing Herbs and Spices",Rum,Fruity,3,43
Strawberry Basil Spritzer,https://www.thecocktailproject.com/drink-recipes/strawberry-basil-spritzer,"Cruzan Strawberry Rum, Cruzan Aged Light Rum, Cruzan Strawberry Rum, Cruzan Aged Light Rum, Lime, Basil Leaves, Soda Water, Sugar",Rum,Fruity,3,30
Spiced Holly Highball,https://www.thecocktailproject.com/drink-recipes/spiced-holly-highball,"Cruzan Aged Dark Rum, Cranberries, Cruzan Aged Dark Rum, Cranberries, Pumpkin Spice, Agave Syrup, Mint, Fresh, Club Soda",Rum,Sweet,3,29
Strawberry Mai Tai,https://www.thecocktailproject.com/drink-recipes/strawberry-mai-tai,"Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Lime Juice, Simple Syrup, Orgeat Syrup, Cherries, Mint Sprig",Rum,Fruity,3,23
Autumntini,https://www.thecocktailproject.com/drink-recipes/autumn-tini,"Cruzan Aged Light Rum, DeKuyper Hazelnut Schnapps Liqueur, Cruzan Aged Light Rum, DeKuyper Hazelnut Schnapps Liqueur, Pear Nectar, Sugar, Cinnamon, Ground",Cordials,Fruity,3,26
Hot Buttered Spiced Rum,https://www.thecocktailproject.com/drink-recipes/hot-buttered-spiced-rum,"Cruzan 9 Spiced Rum, Batter, Cruzan 9 Spiced Rum, Batter, Hot Water",Rum,Hot,3,36
Coconut Old Fashioned,https://www.thecocktailproject.com/drink-recipes/coconut-old-fashioned,"Simple Syrup, Simple Syrup, Bitters, Orange Peel",Rum,Sweet,3,55
Chocolate Covered Cherry,https://www.thecocktailproject.com/drink-recipes/chocolate-covered-cherry,"Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Chocolate Syrup, Milk, Grenadine, Whipped Cream, Maraschino Cherries",Rum,Sweet,3,41
Cruzan Summer Breeze,https://www.thecocktailproject.com/drink-recipes/cruzan-summer-breeze,"Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Lime Soda Water, Sparkling, Lime Wedges, Ice",Cordials,Sweet,3,35
Take 9,https://www.thecocktailproject.com/drink-recipes/take-9,"Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Grenadine, Orange Twist",Cordials,Sweet,3,28
Planters Punch,https://www.thecocktailproject.com/drink-recipes/planters-punch,"Cruzan 9 Spiced Rum, Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Cruzan Aged Light Rum, Mango Juice, Pineapple Juice, Grenadine, Bitters, Soda Water",Cordials,Fruity,3,19
Slowpoke Shandy,https://www.thecocktailproject.com/drink-recipes/slowpoke-shandy,"Lime Juice, Lime Juice, Ginger Syrup, Wheat Beer",Beer,Sweet,3,43
Maple Leaf,https://www.thecocktailproject.com/drink-recipes/maple-leaf,"Cruzan Estate Diamond Dark Rum, Maple Syrup, Cruzan Estate Diamond Dark Rum, Maple Syrup, Bitters, Apple Bitters, Cinnamon, Ground",Cordials,Sweet,3,31
Key Lime Sparkler,https://www.thecocktailproject.com/drink-recipes/key-lime-sparkler,"Cruzan Key Lime Rum, JDK & Sons¢â O3 Premium Orange Liqueur, Cruzan Key Lime Rum, JDK & Sons¢â O3 Premium Orange Liqueur, Bitters, Wine, Sparkling, Orange Twist",Cordials,Fruity,3,24
Cruzan Sidecar,https://www.thecocktailproject.com/drink-recipes/cruzan-sidecar,"DeKuyper Triple Sec Liqueur, DeKuyper Triple Sec Liqueur, Lemon Juice",Rum,Sweet,3,29
Hot Toddy,https://www.thecocktailproject.com/drink-recipes/hot-toddy,"Cruzan Aged Dark Rum, Honey, Cruzan Aged Dark Rum, Honey, Lemon Peel, Hot Water",Rum,Hot,3,38
New Fashioned,https://www.thecocktailproject.com/drink-recipes/new-fashioned,"Cruzan Aged Dark Rum, Sugar, Cruzan Aged Dark Rum, Sugar, Bitters, Orange Slice, Soda Water, Cherries",Cordials,Sweet,3,31
Light and Tonic,https://www.thecocktailproject.com/drink-recipes/light-and-tonic,"Cruzan Aged Light Rum, Tonic Water, Cruzan Aged Light Rum, Tonic Water, Lime Juice, Lime Wedges, Fresh Ingredient Enhancements",Rum,Sweet,3,31
Cruzan 9 Tea,https://www.thecocktailproject.com/drink-recipes/cruzan-9-tea,"Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Lemon Wedges",Cordials,Sweet,3,37
Peach on the Beach,https://www.thecocktailproject.com/drink-recipes/peach-on-the-beach,"Cruzan Peach Rum, Cruzan Aged Light Rum, Cruzan Peach Rum, Cruzan Aged Light Rum, Lime Juice, Mint, Fresh, Mint Sprig",Rum,Fruity,3,25
Paradise Punch,https://www.thecocktailproject.com/drink-recipes/paradise-punch,"Cruzan Peach Rum, Ginger Ale, Cruzan Peach Rum, Ginger Ale, Honey Syrup, Lemon Juice",Rum,Fruity,3,34
Passion Fruit Passport,https://www.thecocktailproject.com/drink-recipes/passion-fruit-passport,"Cruzan Passion Fruit Rum, Lemon Juice, Cruzan Passion Fruit Rum, Lemon Juice, Vanilla Extract, Ice, Maraschino Cherries, Fresh Ingredient Enhancements",Rum,Fruity,3,17
Hats Off Julep,https://www.thecocktailproject.com/drink-recipes/hats-off-julep,"Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Fresh Mint Leaves, Blackberries, Ice, Crushed",Rum,Fruity,3,33
Weekenders Punch,https://www.thecocktailproject.com/drink-recipes/weekenders-punch,"Cruzan Aged Light Rum, Cruzan Passion Fruit Rum, Cruzan Aged Light Rum, Cruzan Passion Fruit Rum, Riesling, Lemonade, Lemon Syrup",Rum,Sweet,3,45
Nil Fashioned,https://www.thecocktailproject.com/drink-recipes/nil-fashioned,"Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Turbinado Syrup, Cardamom Bitters",Cordials,Sweet,3,34
Sunset Daiquiri,https://www.thecocktailproject.com/drink-recipes/sunset-daiquiri,"Cruzan Aged Dark Rum, Passion Fruit Syrup, Cruzan Aged Dark Rum, Passion Fruit Syrup, Lemon Juice, Grenadine, Cherries, Fresh Ingredient Enhancements",Rum,Sweet,3,37
Smashin Passion,https://www.thecocktailproject.com/drink-recipes/smashin-passion,"Cruzan Key Lime Rum, Cruzan Passion Fruit Rum, Cruzan Key Lime Rum, Cruzan Passion Fruit Rum, Pineapple Juice, Orange Juice",Rum,Fruity,3,33
Delusion,https://www.thecocktailproject.com/drink-recipes/delusion,"Cruzan Mango Rum, Cruzan Coconut Rum, Cruzan Mango Rum, Cruzan Coconut Rum, Pineapple Juice",Rum,Fruity,3,23
Cruzan Banana Split,https://www.thecocktailproject.com/drink-recipes/cruzan-banana-split,"Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Strawberry Rum, Pineapple Juice, Cream of Coconut, Secrets of Citrus",Rum,Fruity,3,27
Peach Mojito,https://www.thecocktailproject.com/drink-recipes/peach-mojito,"Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Lime, Fresh Mint Leaves, Simple Syrup, Soda Water, Ice",Cordials,Sweet,3,77
Hornitos Midori Margarita,https://www.thecocktailproject.com/drink-recipes/hornitos-midori-margarita,"Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Lime Juice, Simple Syrup, Lime Wheel",Tequila,Sour,3,75
Hornitos Black Barrel Tequila Manhattan,https://www.thecocktailproject.com/drink-recipes/hornitos-black-barrel-tequila-manhattan,"Vermouth, Sweet, Vermouth, Sweet, Bitters, Lemon Peel",Tequila,Sweet,3,59
Sunrise,https://www.thecocktailproject.com/drink-recipes/sunrise,"Hornitos Reposado Tequila, Orange Juice, Hornitos Reposado Tequila, Orange Juice, Grenadine, Orange Twist",Tequila,Fruity,3,36
The Burgundy,https://www.thecocktailproject.com/drink-recipes/burgundy,"Hornitos Plata Tequila, Honey Syrup, Hornitos Plata Tequila, Honey Syrup, Mezcal, Vermouth, Sweet, Orange Twist",Tequila,Sweet,3,38
Hornitos Black Barrel Tequila Old Fashioned,https://www.thecocktailproject.com/drink-recipes/hornitos-black-barrel-tequila-old-fashioned,"Simple Syrup, Simple Syrup, Amaro Liqueur, Bitters, Orange Bitters, Orange Peel",Tequila,Sweet,3,46
The Money Maker,https://www.thecocktailproject.com/drink-recipes/money-maker,"Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Egg White",Tequila,Sweet,2,35
Green River,https://www.thecocktailproject.com/drink-recipes/green-river,"Hornitos Plata Tequila, Green Chartreuse Liqueur, Hornitos Plata Tequila, Green Chartreuse Liqueur, Lime Juice, Lime Twist",Cordials,Sweet,3,41
Horchata,https://www.thecocktailproject.com/drink-recipes/horchata,"Hornitos Plata Tequila, Coconut Water, Hornitos Plata Tequila, Coconut Water, Almond Milk, Cinnamon, Ground, Sugar",Tequila,Spicy,3,28
Stars and Stripes Bloody Mary,https://www.thecocktailproject.com/drink-recipes/stars-and-stripes-bloody-mary,"Hornitos Anejo Tequila, Agave Nectar, Hornitos Anejo Tequila, Agave Nectar, Lime Juice, Blueberries, Hornitos Reposado Tequila, Bloody Mary Mix, Cayenne Pepper, Salt, Pepper, Black",Tequila,Spicy,3,32
The Summer Friday,https://www.thecocktailproject.com/drink-recipes/summer-friday,"Hornitos Reposado Tequila, Passion Fruit Puree, Hornitos Reposado Tequila, Passion Fruit Puree, Agave Nectar, Aperol Aperitif, Lemon Juice, Blood Orange, Slice",Cordials,Spicy,3,37
Death and Taxes,https://www.thecocktailproject.com/drink-recipes/death-and-taxes,"Hornitos Anejo Tequila, Lime Juice, Hornitos Anejo Tequila, Lime Juice, Simple Syrup, Mezcal",Cordials,Spicy,4,18
Mexican Mule,https://www.thecocktailproject.com/drink-recipes/mexican-mule,"Hornitos Plata Tequila, Ginger Beer, Hornitos Plata Tequila, Ginger Beer, Lime Juice, Lime Wedges",Tequila,Spicy,3,39
Sauza 901 Club,https://www.thecocktailproject.com/drink-recipes/sauza-901-club,"Sauza 901 Tequila, Iced Tea, Sauza 901 Tequila, Iced Tea, Lemonade, Agave Syrup, Mint Sprig, Lemon Wedges",Tequila,Sweet,3,29
Mexican Julep,https://www.thecocktailproject.com/drink-recipes/mexican-julep,"Sauza 901 Tequila, Agave Syrup, Sauza 901 Tequila, Agave Syrup, Water, Mint, Fresh",Tequila,Sweet,3,54
Tequila Baybreeze,https://www.thecocktailproject.com/drink-recipes/tequila-baybreeze,"Sauza 901 Tequila, Pineapple Juice, Sauza 901 Tequila, Pineapple Juice, Cranberry Juice, Pineapple Slice, Fresh Ingredient Enhancements",Tequila,Fruity,3,113
Ruby Sparkler,https://www.thecocktailproject.com/drink-recipes/ruby-sparkler,"Sauza 901 Tequila, Grapefruit Juice, Sauza 901 Tequila, Grapefruit Juice, Lemon Juice, Simple Syrup, Raspberries, Lemon Wheel",Tequila,Sour,3,38
Peque?a Colada,https://www.thecocktailproject.com/drink-recipes/peque-colada,"Sauza 901 Tequila, Lime Juice, Sauza 901 Tequila, Lime Juice, Pineapple Juice, Cream of Coconut, Simple Syrup, Pineapple Wedge",Cordials,Fruity,3,60
Mai Tequila,https://www.thecocktailproject.com/drink-recipes/mai-tequila,"Sauza 901 Tequila, DeKuyper Cr?me De Almond Liqueur, Sauza 901 Tequila, DeKuyper Cr?me De Almond Liqueur, Lime Juice, Orange Bitters, Mint Sprig",Cordials,Sweet,3,17
Juan Collins,https://www.thecocktailproject.com/drink-recipes/juan-collins,"Sauza 901 Tequila, Lemon Juice, Sauza 901 Tequila, Lemon Juice, Simple Syrup, Soda Water, Lemon Peel, Maraschino Cherries",Tequila,Sweet,3,35
Sauza Blue,https://www.thecocktailproject.com/drink-recipes/sauza-blue,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Lemon-Lime Soda, Sweet and Sour Mix",Cordials,Sweet,3,27
Classic Margarita,https://www.thecocktailproject.com/drink-recipes/classic-margarita,"Sauza Silver Tequila, Lime Juice, Sauza Silver Tequila, Lime Juice, DeKuyper Triple Sec Liqueur, Simple Syrup, Lime",Cordials,Sweet,3,78
Premier Margarita,https://www.thecocktailproject.com/drink-recipes/premier-margarita,"Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Lime Juice, Lime",Cordials,Sweet,3,161
Sauza Watermelon Margarita,https://www.thecocktailproject.com/drink-recipes/sauza-watermelon-margarita,"Sauza Blue Silver 100% Agave Tequila, JDK & Sons¢â O3 Premium Orange Liqueur, Sauza Blue Silver 100% Agave Tequila, JDK & Sons¢â O3 Premium Orange Liqueur, Watermelon, Lime Juice, Ice",Cordials,Fruity,3,28
Bloody Maria,https://www.thecocktailproject.com/drink-recipes/bloody-maria,"Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sriracha Chili Sauce, Pepper, Black, Celery Salt, Paprika, Cumin, Worcestershire sauce, Lime, Olives, Pickled Jalape?o, Sprig Cilantro",Tequila,Savory,3,32
Midori Margarita,https://www.thecocktailproject.com/drink-recipes/midori-margarita,"Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Lime Juice, Lime Wheel",Cordials,Fruity,3,34
Sauza Strawberry Sparkler,https://www.thecocktailproject.com/drink-recipes/sauza-strawberry-sparkler,"Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Rose Champagne, Limeade, Strawberries, Sugar, Lime",Cordials,Fruity,3,26
Candy Apple Margarita,https://www.thecocktailproject.com/drink-recipes/candy-apple-margarita,"Sauza Blue Silver 100% Agave Tequila, Limeade, Sauza Blue Silver 100% Agave Tequila, Limeade, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, Candy Apple Soda, Shaking & Stirring",Cordials,Sweet,3,35
Dirty Martini,https://www.thecocktailproject.com/drink-recipes/dirty-martini,"EFFEN Original Vodka, Olive Juice, EFFEN Original Vodka, Olive Juice, Dry Vermouth, Olives, Fresh Ingredient Enhancements",Vodka,Savory,3,41
Midnights Kiss,https://www.thecocktailproject.com/drink-recipes/midnights-kiss,"Pinnacle Original Vodka, Champagne, Pinnacle Original Vodka, Champagne, Rock Candy Stick",Champagne / Sparkling Wine,Sweet,3,42
Peachy Keen,https://www.thecocktailproject.com/drink-recipes/peachy-keen,"Pinnacle Peach Vodka, Lemon-Lime Soda, Pinnacle Peach Vodka, Lemon-Lime Soda, Peach Slices",Vodka,Fruity,3,36
Peppermint Hot Chocolate,https://www.thecocktailproject.com/drink-recipes/peppermint-hot-chocolate,"Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Swiss Miss Milk Chocolate Hot Cocoa, Cherry, Simple Garnishes",Cordials,Hot,3,36
Orange Dreamsicle,https://www.thecocktailproject.com/drink-recipes/orange-dreamsicle,"Pinnacle Whipped Vodka, Orange Soda, Pinnacle Whipped Vodka, Orange Soda, Orange Wedges",Vodka,Sweet,3,27
Red Greyhound PinnTini,https://www.thecocktailproject.com/drink-recipes/red-greyhound-pinn-tini,"Pinnacle Original Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Original Vodka, DeKuyper Triple Sec Liqueur, Pink Grapefruit Juice",Cordials,Fruity,3,24
Vanilla Cream BerryTini,https://www.thecocktailproject.com/drink-recipes/vanilla-cream-berry-tini,"Pinnacle Vanilla Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Vanilla Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Half and Half, Raspberries, Chocolate Shavings",Cordials,Sweet,2,42
Chocolate Covered Berries,https://www.thecocktailproject.com/drink-recipes/chocolate-covered-berries,"Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Chocolate Whipped Vodka, Chocolate Shavings, Raspberries",Cordials,Sweet,3,31
Mocha RazzTini,https://www.thecocktailproject.com/drink-recipes/mocha-razz-tini,"Pinnacle Raspberry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Raspberry Vodka, DeKuyper Creme de Cocoa White Liqueur, Kamora Coffee Liqueur",Cordials,Sweet,3,28
Pineapple Razztini,https://www.thecocktailproject.com/drink-recipes/pineapple-razztini,"Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Cranberry Juice, Pineapple Slice, Raspberries",Cordials,Fruity,3,39
Peach Iced Tea,https://www.thecocktailproject.com/drink-recipes/peach-iced-tea,"Pinnacle Peach Vodka, Iced Tea, Pinnacle Peach Vodka, Iced Tea, Lemon Wheel",Vodka,Fruity,3,58
Sunset Martini,https://www.thecocktailproject.com/drink-recipes/sunset-martini,"Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Lime Juice, Orange Twist",Vodka,Sweet,3,32
Mango CranTini,https://www.thecocktailproject.com/drink-recipes/mango-cran-tini,"Pinnacle Mango Vodka, DeKuyper Vanilla Schnapps Liqueur, Pinnacle Mango Vodka, DeKuyper Vanilla Schnapps Liqueur, Cranberry Juice, Cherries",Cordials,Fruity,3,44
Kiwi Zest Martini,https://www.thecocktailproject.com/drink-recipes/kiwi-zest-martini,"Pinnacle Kiwi Strawberry Vodka, Sour Mix, Pinnacle Kiwi Strawberry Vodka, Sour Mix, Lemon Juice, Sugar, Lemon Wedges",Vodka,Sour,3,31
Grape Cosmo,https://www.thecocktailproject.com/drink-recipes/grape-cosmo,"Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, DeKuyper Razzmatazz Schnapps Liqueur, Orange Slice",Cordials,Fruity,3,46
Pinnacle Summer Breeze,https://www.thecocktailproject.com/drink-recipes/pinnacle-summer-breeze,"Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Lime Juice, Watermelon Wedge, Simple Garnishes",Vodka,Fruity,3,36
Sunset Tea,https://www.thecocktailproject.com/drink-recipes/sunset-tea,"Pinnacle CranApple Vodka, Iced Tea, Pinnacle CranApple Vodka, Iced Tea, Orange Juice, Cinnamon, Ground, Orange Slice",Vodka,Sweet,3,39
Pink PineappleTini,https://www.thecocktailproject.com/drink-recipes/pink-pineapple-tini,"Pinnacle County Fair Cotton Vodka, Pineapple Juice, Pinnacle County Fair Cotton Vodka, Pineapple Juice, Grenadine, Cherries",Vodka,Sweet,3,49
Coconut Spritzer,https://www.thecocktailproject.com/drink-recipes/coconut-spritzer,"Pinnacle Coconut Vodka, Soda Water, Pinnacle Coconut Vodka, Soda Water, Pineapple Juice, Pineapple Slice",Vodka,Fruity,3,30
Cran TropicTini,https://www.thecocktailproject.com/drink-recipes/cran-tropic-tini,"Pinnacle Citrus Vodka, Pineapple Juice, Pinnacle Citrus Vodka, Pineapple Juice, Cranberry Juice, Pineapple Wedge",Vodka,Fruity,3,41
Paris Escape,https://www.thecocktailproject.com/drink-recipes/paris-escape,"Pinnacle Original Vodka, Pineapple Juice, Pinnacle Original Vodka, Pineapple Juice, Raspberries, Muddled, Lemon, Raspberries, Using Fresh Citrus",Vodka,Fruity,3,33
Sunday Funday Bloody Mary,https://www.thecocktailproject.com/drink-recipes/sunday-funday-bloody-mary,"Pinnacle Original Vodka, Tomato Juice, Pinnacle Original Vodka, Tomato Juice, Hot Sauce, Horseradish, Worcestershire sauce, Celery",Vodka,Savory,2,49
Orange CocoNaut Cosmos,https://www.thecocktailproject.com/drink-recipes/orange-coco-naut-cosmos,"Pinnacle Coconut Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Coconut Vodka, DeKuyper Triple Sec Liqueur, Orange Juice, Shredded Coconut, Variations of the Classic Martini",Cordials,Fruity,3,47
Smmmores,https://www.thecocktailproject.com/drink-recipes/smmmores,"Pinnacle Whipped Vodka, DeKuyper Creme De Cacao Dark Liqueur, Pinnacle Whipped Vodka, DeKuyper Creme De Cacao Dark Liqueur, Soda Water, Marshmallows",Cordials,Sweet,3,34
Ooh La La Lemon,https://www.thecocktailproject.com/drink-recipes/ooh-la-la-lemon,"Pinnacle Whipped Vodka, Lemonade, Pinnacle Whipped Vodka, Lemonade, Whipped Cream",Vodka,Sweet,3,107
Classic Cosmo,https://www.thecocktailproject.com/drink-recipes/classic-cosmo,"EFFEN Vodka, Cranberry Juice, EFFEN Vodka, Cranberry Juice, DeKuyper Triple Sec Liqueur, Lime Juice, Cranberries",Vodka,Sweet,3,60
Strawberry Basil,https://www.thecocktailproject.com/drink-recipes/strawberry-basil,"Strawberries, Strawberries, Basil, Soda Water, Lime Wedges",Vodka,Fruity,3,39
Skinnygirl Bloody Mary,https://www.thecocktailproject.com/drink-recipes/skinnygirl-bloody-mary,"Skinnygirl Cucumber Vodka, Hot Sauce, Skinnygirl Cucumber Vodka, Hot Sauce, Low-Sodium Tomato Juice, Lemon Juice, Lime Juice, Worcestershire sauce, Celery Salt, Lime, Cucumber, Sliced",Vodka,Savory,3,46
Handsome Ginger,https://www.thecocktailproject.com/drink-recipes/handsome-ginger,"Pinnacle Original Vodka, Ginger Beer, Pinnacle Original Vodka, Ginger Beer, Lime Wedge, Orange Wedges",Vodka,Sweet,3,45
