Name,Link,Ingredients_x,Main Spirit,Flavor,Rating,Ratings Count,Ingredients_y,Color,Occasion,Description,orange,cranberry,pineapple,citrus,bitters,fresh,herb,cinnamon,Cinnamon,Mint,Lime
Peach Daiquiri,https://www.thecocktailproject.com/drink-recipes/peach-daiquiri,"Cruzan Peach Rum, Cruzan Aged Light Rum, Cruzan Peach Rum, Cruzan Aged Light Rum, Simple Syrup, Lime Wheel",Rum,Fruity,3,48,"Cruzan Peach Rum, Cruzan Aged Light Rum, Simple Syrup, Lime Wheel",['clear'],"['spring', 'summer']","What happens when you blend fine rum with the juicy taste of ripe peaches? You've got the makings of the perfect peach daiquiri. Fresh lime and simple syrup combine with the summery goodness of Cruzan?? Peach Rum and the full-bodied, smooth taste of Cruzan?? Aged Light Rum to create a warm-weather favorite that's perfect for cooling off poolside, hanging out with friends or serving at your next outdoor gathering.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Island Breeze,https://www.thecocktailproject.com/drink-recipes/island-breeze,"Cruzan Aged Dark Rum, Cruzan Peach Rum, Cruzan Aged Dark Rum, Cruzan Peach Rum, Pineapple Juice, Cranberry Juice, Orange and Cherry Flag",Rum,Fruity,3,41,"Cruzan Aged Dark Rum, Cruzan Peach Rum, Pineapple Juice, Cranberry Juice, Orange and Cherry Flag",['orange'],"['summer', 'tropical']",,NA,cranberry,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Classic Rum Punch,https://www.thecocktailproject.com/drink-recipes/classic-rum-punch,"Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Pineapple Slice",Rum,Fruity,3,29,"Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Pineapple Slice",['orange'],"['bbq', 'summer', 'tropical']","Ideal for wedding showers and special lunches, there's nothing like a beautiful bowl of classic rum punch to add some zing to a gathering. Bursting with orange and cranberry flavors that combine perfectly with the rum's complex layers of taste, this rum punch is the perfect recipe for your next gathering.",orange,cranberry,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Bay Breeze,https://www.thecocktailproject.com/drink-recipes/bay-breeze,"Cruzan Aged Light Rum, Pineapple Juice, Cruzan Aged Light Rum, Pineapple Juice, Cranberry Juice, Strawberries, Using Fresh Citrus",Rum,Fruity,3,53,"Cruzan Aged Light Rum, Pineapple Juice, Cranberry Juice, Strawberries, Using Fresh Citrus",['pink'],"['bbq', 'summer', 'tropical']","There?Â?s no need to be bay side to enjoy the breeze. This bay breeze recipe is sweet, tart and very smooth. Cruzan?? Aged Light Rum has a warm, round flavor that blends well with the tropical taste of this simple drink. Garnish with pineapple or strawberry for a cocktail that is perfect for a night in with friends or a backyard BBQ.",NA,cranberry,pineapple,NA,NA,fresh,NA,NA,nocinnamon,nomint,nolime
Banana Nana,https://www.thecocktailproject.com/drink-recipes/banana-nana,"Cruzan Banana Rum, Cruzan Aged Dark Rum, Cruzan Banana Rum, Cruzan Aged Dark Rum, Orange Juice",Rum,Fruity,3,36,"Cruzan Banana Rum, Cruzan Aged Dark Rum, Orange Juice",['orange'],"['summer', 'tropical']",,orange,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Voodoo Hurricane,https://www.thecocktailproject.com/drink-recipes/voodoo-hurricane,"Cruzan 9 Spiced Rum, Cruzan 151 Rum, Cruzan 9 Spiced Rum, Cruzan 151 Rum, Cruzan Vanilla Rum, Orange Juice, Pineapple Juice, Grenadine, Fruit Wedge",Rum,Fruity,2,54,"Cruzan 9 Spiced Rum, Cruzan 151 Rum, Cruzan Vanilla Rum, Orange Juice, Pineapple Juice, Grenadine, Fruit Wedge",['orange'],"['ladies-night', 'summer', 'tropical']",,orange,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Rum Breeze,https://www.thecocktailproject.com/drink-recipes/rum-breeze,"Cruzan Black Cherry Rum, Cruzan Aged Light Rum, Cruzan Black Cherry Rum, Cruzan Aged Light Rum, Pineapple Juice, Ginger Ale, Lime Twist",Rum,Fruity,3,53,"Cruzan Black Cherry Rum, Cruzan Aged Light Rum, Pineapple Juice, Ginger Ale, Lime Twist",['yellow'],"['birthday', 'summer', 'tropical']",,NA,NA,pineapple,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Endless Summer Punch,https://www.thecocktailproject.com/drink-recipes/endless-summer-punch,"Cruzan Pineapple Rum, Cruzan Aged Dark Rum, Cruzan Pineapple Rum, Cruzan Aged Dark Rum, Cruzan Coconut Rum, Orange Juice, Lemonade, Pineapple Wedge",Rum,Sweet,3,44,"Cruzan Pineapple Rum, Cruzan Aged Dark Rum, Cruzan Coconut Rum, Orange Juice, Lemonade, Pineapple Wedge",['yellow'],"['bbq', 'summer']","Warm weather may come and go, but this summer cocktail is tasty all year round. Tropical flavors of pineapple, coconut and robust rum are topped off with tangy orange juice and lemonade for a sweet, fruity drink that will bring you right back to the beach.",orange,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Cruzan Confusion,https://www.thecocktailproject.com/drink-recipes/cruzan-confusion,"Cruzan Coconut Rum, Cruzan Mango Rum, Cruzan Coconut Rum, Cruzan Mango Rum, Pineapple Juice, Mango, Easy Ice Tips",Rum,Fruity,3,77,"Cruzan Coconut Rum, Cruzan Mango Rum, Pineapple Juice, Mango, Easy Ice Tips",['clear'],"['bbq', 'summer', 'tropical']",There?Â?s nothing confusing about this island drink except who gets to take the first sip! Rich coconut rum pairs perfectly with the tropical flavors of mango and pineapple. Whip it up in a splash and enjoy at a picnic or poolside.,NA,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Pina Colada Martini,https://www.thecocktailproject.com/drink-recipes/pina-colada-martini,"Cruzan Coconut Rum, Cruzan Pineapple Rum, Cruzan Coconut Rum, Cruzan Pineapple Rum, Pineapple Juice, Pineapple Wedge",Rum,Sweet,3,43,"Cruzan Coconut Rum, Cruzan Pineapple Rum, Pineapple Juice, Pineapple Wedge",['yellow'],"['spring', 'summer', 'tropical']",Enjoy a double blast of tropical flavors with this Pina Colada Martini recipe. Fresh pineapple and coconut flavors combine to bring a taste of the island to any gathering - from outdoor parties to hanging out with friends.,NA,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Strawberry Rosemary Punch,https://www.thecocktailproject.com/drink-recipes/strawberry-rosemary-punch,"Cruzan Strawberry Rum, Lime Juice, Cruzan Strawberry Rum, Lime Juice, Ginger Ale, Rosemary Sprigs",Rum,Sweet,4,28,"Cruzan Strawberry Rum, Lime Juice, Ginger Ale, Rosemary Sprigs",['clear'],"['ladies-night', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Cruzan Colada,https://www.thecocktailproject.com/drink-recipes/cruzan-colada,"Cruzan Aged Light Rum, Pineapple Juice, Cruzan Aged Light Rum, Pineapple Juice, Cream of Coconut, Pineapple Slice",Rum,Fruity,3,59,"Cruzan Aged Light Rum, Pineapple Juice, Cream of Coconut, Pineapple Slice",['yellow'],"['summer', 'tropical']","Get a taste of the tropics anytime with this creamy version of the classic Pi??a Colada. The Cruzan?? Colada features indulgent cream of coconut, fresh pineapple flavors and Cruzan?? Aged Light Rum, making it an instant hit poolside this summer.",NA,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Mango Hurricane,https://www.thecocktailproject.com/drink-recipes/mango-hurricane,"Cruzan Mango Rum, Cruzan Aged Dark Rum, Cruzan Mango Rum, Cruzan Aged Dark Rum, Orange Juice, Grenadine, Orange Wedges, Cherries",Rum,Fruity,3,29,"Cruzan Mango Rum, Cruzan Aged Dark Rum, Orange Juice, Grenadine, Orange Wedges, Cherries",['orange'],"['bbq', 'summer', 'tropical']",,orange,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Mango Mojito,https://www.thecocktailproject.com/drink-recipes/mango-mojito,"Cruzan Mango Rum, Mango, Cruzan Mango Rum, Mango, Lime Juice, Simple Syrup, Fresh Mint Leaves, Soda Water",Rum,Fruity,3,37,"Cruzan Mango Rum, Mango, Lime Juice, Simple Syrup, Fresh Mint Leaves, Soda Water",['yellow'],"['summer', 'tropical']","Add some mango madness to your mojito with this tangy and fruity recipe. Lime juice, simple syrup, fresh mint and mangos come together with Cruzan?? Mango Rum to create a cool, sunny and refreshing Mango Mojito drink that's perfect for relaxing outdoors, enjoying with friends or serving at a backyard barbecue.",NA,NA,NA,citrus,NA,fresh,NA,NA,nocinnamon,mint,lime
Cruzan 9 Punch,https://www.thecocktailproject.com/drink-recipes/cruzan-9-punch,"Cruzan 9 Spiced Rum, Orange Juice, Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Lime Wedges",Rum,Fruity,3,55,"Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Lime Wedges",['orange'],"['bbq', 'ladies-night', 'summer']",,orange,cranberry,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Pineapple Smash,https://www.thecocktailproject.com/drink-recipes/pineapple-smash,"Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Lime Juice, Soda Water, Lime Wedges, Embracing Herbs and Spices",Rum,Fruity,3,43,"Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Lime Juice, Soda Water, Lime Wedges, Embracing Herbs and Spices",['yellow'],"['summer', 'tropical']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Strawberry Basil Spritzer,https://www.thecocktailproject.com/drink-recipes/strawberry-basil-spritzer,"Cruzan Strawberry Rum, Cruzan Aged Light Rum, Cruzan Strawberry Rum, Cruzan Aged Light Rum, Lime, Basil Leaves, Soda Water, Sugar",Rum,Fruity,3,30,"Cruzan Strawberry Rum, Cruzan Aged Light Rum, Lime, Basil Leaves, Soda Water, Sugar",['clear'],"['ladies-night', 'spring', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Spiced Holly Highball,https://www.thecocktailproject.com/drink-recipes/spiced-holly-highball,"Cruzan Aged Dark Rum, Cranberries, Cruzan Aged Dark Rum, Cranberries, Pumpkin Spice, Agave Syrup, Mint, Fresh, Club Soda",Rum,Sweet,3,29,"Cruzan Aged Dark Rum, Cranberries, Pumpkin Spice, Agave Syrup, Mint, Fresh, Club Soda",['clear'],"['christmas', 'fall', 'holiday', 'thanksgiving']",,NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,mint,nolime
Strawberry Mai Tai,https://www.thecocktailproject.com/drink-recipes/strawberry-mai-tai,"Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Lime Juice, Simple Syrup, Orgeat Syrup, Cherries, Mint Sprig",Rum,Fruity,3,23,"Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Lime Juice, Simple Syrup, Orgeat Syrup, Cherries, Mint Sprig",['brown'],"['summer', 'tropical']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,mint,lime
Hot Buttered Spiced Rum,https://www.thecocktailproject.com/drink-recipes/hot-buttered-spiced-rum,"Cruzan 9 Spiced Rum, Batter, Cruzan 9 Spiced Rum, Batter, Hot Water",Rum,Hot,3,36,"Cruzan 9 Spiced Rum, Batter, Hot Water",['brown'],"['fall', 'halloween', 'holiday', 'thanksgiving']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Coconut Old Fashioned,https://www.thecocktailproject.com/drink-recipes/coconut-old-fashioned,"Simple Syrup, Simple Syrup, Bitters, Orange Peel",Rum,Sweet,3,55,"Simple Syrup, Bitters, Orange Peel",['brown'],['tropical'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Chocolate Covered Cherry,https://www.thecocktailproject.com/drink-recipes/chocolate-covered-cherry,"Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Chocolate Syrup, Milk, Grenadine, Whipped Cream, Maraschino Cherries",Rum,Sweet,3,41,"Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Chocolate Syrup, Milk, Grenadine, Whipped Cream, Maraschino Cherries",['brown'],"['birthday', 'holiday', 'valentines-day']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Cruzan Summer Breeze,https://www.thecocktailproject.com/drink-recipes/cruzan-summer-breeze,"Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Lime Soda Water, Sparkling, Lime Wedges, Ice",Cordials,Sweet,3,35,"Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Lime Soda Water, Sparkling, Lime Wedges, Ice",['clear'],"['bbq', 'summer']",,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Take 9,https://www.thecocktailproject.com/drink-recipes/take-9,"Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Grenadine, Orange Twist",Cordials,Sweet,3,28,"Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Grenadine, Orange Twist",['brown'],,,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Slowpoke Shandy,https://www.thecocktailproject.com/drink-recipes/slowpoke-shandy,"Lime Juice, Lime Juice, Ginger Syrup, Wheat Beer",Beer,Sweet,3,43,"Lime Juice, Ginger Syrup, Wheat Beer",['orange'],"['game-day', 'summer']","Beer has never tasted better than in this shandy recipe. Cruzan?? Single Barrel rum overflows with caramel sweetness, followed by a buttery finish. Spicy ginger syrup and zesty lime juice add that extra touch of pizzazz. Top it off with a wheat beer for a bubbly drink to sip on a slow and relaxing day.",NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Maple Leaf,https://www.thecocktailproject.com/drink-recipes/maple-leaf,"Cruzan Estate Diamond Dark Rum, Maple Syrup, Cruzan Estate Diamond Dark Rum, Maple Syrup, Bitters, Apple Bitters, Cinnamon, Ground",Cordials,Sweet,3,31,"Cruzan Estate Diamond Dark Rum, Maple Syrup, Bitters, Apple Bitters, Cinnamon, Ground",['brown'],"['fall', 'thanksgiving']","Tawny, smooth, and gloriously sweet, drink in the flavors of fall with the Maple Leaf cocktail. Real maple syrup and dark rum give this drink its deliciously nostalgic apple-pie taste, perfect for pairing with Thanksgiving, autumn brunches, or dessert.",NA,NA,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
Key Lime Sparkler,https://www.thecocktailproject.com/drink-recipes/key-lime-sparkler,"Cruzan Key Lime Rum, JDK & Sons???????????????? O3 Premium Orange Liqueur, Cruzan Key Lime Rum, JDK & Sons???????????????? O3 Premium Orange Liqueur, Bitters, Wine, Sparkling, Orange Twist",Cordials,Fruity,3,24,"Cruzan Key Lime Rum, JDK & Sons???????????????????????? O3 Premium Orange Liqueur, Bitters, Wine, Sparkling, Orange Twist",['orange'],['summer'],,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Cruzan Sidecar,https://www.thecocktailproject.com/drink-recipes/cruzan-sidecar,"DeKuyper Triple Sec Liqueur, DeKuyper Triple Sec Liqueur, Lemon Juice",Rum,Sweet,3,29,"DeKuyper Triple Sec Liqueur, Lemon Juice",['orange'],['ladies-night'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Hot Toddy,https://www.thecocktailproject.com/drink-recipes/hot-toddy,"Cruzan Aged Dark Rum, Honey, Cruzan Aged Dark Rum, Honey, Lemon Peel, Hot Water",Rum,Hot,3,38,"Cruzan Aged Dark Rum, Honey, Lemon Peel, Hot Water",['yellow'],"['fall', 'holiday', 'thanksgiving', 'winter']","There's nothing like a warm and toasty hot toddy on a cold winter's day! Honey, sugar and lemony goodness combine with the exquisite, smooth, full-bodied taste of Cruzan?? Aged Dark Rum to create a hot toddy rum recipe that'll warm you up from the inside out. Serve at holiday gatherings or enjoy one by the fire with that special someone.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
New Fashioned,https://www.thecocktailproject.com/drink-recipes/new-fashioned,"Cruzan Aged Dark Rum, Sugar, Cruzan Aged Dark Rum, Sugar, Bitters, Orange Slice, Soda Water, Cherries",Cordials,Sweet,3,31,"Cruzan Aged Dark Rum, Sugar, Bitters, Orange Slice, Soda Water, Cherries",['brown'],,,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Light and Tonic,https://www.thecocktailproject.com/drink-recipes/light-and-tonic,"Cruzan Aged Light Rum, Tonic Water, Cruzan Aged Light Rum, Tonic Water, Lime Juice, Lime Wedges, Fresh Ingredient Enhancements",Rum,Sweet,3,31,"Cruzan Aged Light Rum, Tonic Water, Lime Juice, Lime Wedges, Fresh Ingredient Enhancements",['clear'],"['spring', 'summer']",,NA,NA,NA,citrus,NA,fresh,NA,NA,nocinnamon,nomint,lime
Cruzan 9 Tea,https://www.thecocktailproject.com/drink-recipes/cruzan-9-tea,"Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Lemon Wedges",Cordials,Sweet,3,37,"Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Lemon Wedges",['yellow'],"['brunch', 'spring', 'summer']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Peach on the Beach,https://www.thecocktailproject.com/drink-recipes/peach-on-the-beach,"Cruzan Peach Rum, Cruzan Aged Light Rum, Cruzan Peach Rum, Cruzan Aged Light Rum, Lime Juice, Mint, Fresh, Mint Sprig",Rum,Fruity,3,25,"Cruzan Peach Rum, Cruzan Aged Light Rum, Lime Juice, Mint, Fresh, Mint Sprig",['clear'],"['summer', 'tropical']",,NA,NA,NA,citrus,NA,fresh,NA,NA,nocinnamon,mint,lime
Paradise Punch,https://www.thecocktailproject.com/drink-recipes/paradise-punch,"Cruzan Peach Rum, Ginger Ale, Cruzan Peach Rum, Ginger Ale, Honey Syrup, Lemon Juice",Rum,Fruity,3,34,"Cruzan Peach Rum, Ginger Ale, Honey Syrup, Lemon Juice",['clear'],"['summer', 'tropical']",,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Passion Fruit Passport,https://www.thecocktailproject.com/drink-recipes/passion-fruit-passport,"Cruzan Passion Fruit Rum, Lemon Juice, Cruzan Passion Fruit Rum, Lemon Juice, Vanilla Extract, Ice, Maraschino Cherries, Fresh Ingredient Enhancements",Rum,Fruity,3,17,"Cruzan Passion Fruit Rum, Lemon Juice, Vanilla Extract, Ice, Maraschino Cherries, Fresh Ingredient Enhancements",['yellow'],['summer'],,NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,nomint,nolime
Hats Off Julep,https://www.thecocktailproject.com/drink-recipes/hats-off-julep,"Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Fresh Mint Leaves, Blackberries, Ice, Crushed",Rum,Fruity,3,33,"Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Fresh Mint Leaves, Blackberries, Ice, Crushed",['brown'],"['spring', 'summer']","A fruity twist on the classic Southern favorite, this rum mint julep features the rich brown sugar flavors of Turbinado syrup, fresh mint and blackberries, all combined with expertly crafted Cruzan?? Estate Diamond?? Dark Rum, boasting complex barrel-aged flavors. It's cool, refreshing and perfect for relaxing outdoors or serving poolside.",NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,mint,nolime
Nil Fashioned,https://www.thecocktailproject.com/drink-recipes/nil-fashioned,"Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Turbinado Syrup, Cardamom Bitters",Cordials,Sweet,3,34,"Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Turbinado Syrup, Cardamom Bitters",['yellow'],['summer'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Sunset Daiquiri,https://www.thecocktailproject.com/drink-recipes/sunset-daiquiri,"Cruzan Aged Dark Rum, Passion Fruit Syrup, Cruzan Aged Dark Rum, Passion Fruit Syrup, Lemon Juice, Grenadine, Cherries, Fresh Ingredient Enhancements",Rum,Sweet,3,37,"Cruzan Aged Dark Rum, Passion Fruit Syrup, Lemon Juice, Grenadine, Cherries, Fresh Ingredient Enhancements",['red'],"['summer', 'tropical']","Transport yourself beachside with a passion fruit cocktail drink that's a new twist on the classic daiquiri. The Cruzan?? Sunset Daiquiri blends the sunny tastes of passion fruit and cherries, and combines them with the exquisite, smooth, full-bodied taste of Cruzan?? Aged Dark Rum to create a summertime favorite everyone will love. Serve them at outdoor parties, backyard barbecues or just enjoy one while catching some rays.",NA,NA,NA,NA,NA,fresh,NA,NA,nocinnamon,nomint,nolime
Delusion,https://www.thecocktailproject.com/drink-recipes/delusion,"Cruzan Mango Rum, Cruzan Coconut Rum, Cruzan Mango Rum, Cruzan Coconut Rum, Pineapple Juice",Rum,Fruity,3,23,"Cruzan Mango Rum, Cruzan Coconut Rum, Pineapple Juice",['yellow'],"['summer', 'tropical']",,NA,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Cruzan Banana Split,https://www.thecocktailproject.com/drink-recipes/cruzan-banana-split,"Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Strawberry Rum, Pineapple Juice, Cream of Coconut, Secrets of Citrus",Rum,Fruity,3,27,"Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Strawberry Rum, Pineapple Juice, Cream of Coconut, Secrets of Citrus",['yellow'],"['summer', 'tropical']",,NA,NA,pineapple,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Peach Mojito,https://www.thecocktailproject.com/drink-recipes/peach-mojito,"Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Lime, Fresh Mint Leaves, Simple Syrup, Soda Water, Ice",Cordials,Sweet,3,77,"Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Lime, Fresh Mint Leaves, Simple Syrup, Soda Water, Ice",['orange'],"['spring', 'summer']","Take the freshness of lime, peach and mint, combine it with Cruzan?? Aged Light Rum and you've got a Peach Mojito that'll be the star of your next party. This cocktail is just right for cooling off by the pool, hanging out with friends, or for serving at your next get together.",NA,NA,NA,citrus,NA,fresh,NA,NA,nocinnamon,mint,lime
Hornitos Midori Margarita,https://www.thecocktailproject.com/drink-recipes/hornitos-midori-margarita,"Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Lime Juice, Simple Syrup, Lime Wheel",Tequila,Sour,3,75,"Hornitos Plata Tequila, Midori Melon Liqueur, Lime Juice, Simple Syrup, Lime Wheel",['green'],"['summer', 'tropical']",Turn up the heat on the run-of-the-mill Margarita with a smooth but powerful blast of melon flavor. This Midori?? Margarita recipe offers just the right blend of fresh melon and tangy lemon-lime and pairs perfectly with your favorite Mexican dishes.,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Hornitos Black Barrel Tequila Manhattan,https://www.thecocktailproject.com/drink-recipes/hornitos-black-barrel-tequila-manhattan,"Vermouth, Sweet, Vermouth, Sweet, Bitters, Lemon Peel",Tequila,Sweet,3,59,"Vermouth, Sweet, Bitters, Lemon Peel",['red'],"['fall', 'winter']","Dark, bold and mysterious, this black Manhattan cocktail recipe is a delicious variant of the classic version. Sweet vermouth comes together with whiskey-barrel aged anejo tequila for uncompromising taste that's a great choice for poker parties, small gatherings or just kicking back.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Sunrise,https://www.thecocktailproject.com/drink-recipes/sunrise,"Hornitos Reposado Tequila, Orange Juice, Hornitos Reposado Tequila, Orange Juice, Grenadine, Orange Twist",Tequila,Fruity,3,36,"Hornitos Reposado Tequila, Orange Juice, Grenadine, Orange Twist",,"['brunch', 'spring', 'summer']","What's deliciously refreshing, perfect for the poolside and mixed with smooth tequila? The vibrant, fruity blend of a Sunrise Cocktail.",orange,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
The Burgundy,https://www.thecocktailproject.com/drink-recipes/burgundy,"Hornitos Plata Tequila, Honey Syrup, Hornitos Plata Tequila, Honey Syrup, Mezcal, Vermouth, Sweet, Orange Twist",Tequila,Sweet,3,38,"Hornitos Plata Tequila, Honey Syrup, Mezcal, Vermouth, Sweet, Orange Twist",['yellow'],,,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Hornitos Black Barrel Tequila Old Fashioned,https://www.thecocktailproject.com/drink-recipes/hornitos-black-barrel-tequila-old-fashioned,"Simple Syrup, Simple Syrup, Amaro Liqueur, Bitters, Orange Bitters, Orange Peel",Tequila,Sweet,3,46,"Simple Syrup, Amaro Liqueur, Bitters, Orange Bitters, Orange Peel",['brown'],"['fall', 'thanksgiving', 'winter']","A remix on the old classic, this whiskey-barrel aged tequila old fashioned is potently delicious and bold, adding a modern allure to any occasion. Perfect for kicking back after work, poker with the guys, or small gatherings.",NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
The Money Maker,https://www.thecocktailproject.com/drink-recipes/money-maker,"Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Egg White",Tequila,Sweet,2,35,"Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Egg White",,['new-years'],,NA,NA,NA,NA,NA,NA,NA,NA,nocinnamon,nomint,nolime
Green River,https://www.thecocktailproject.com/drink-recipes/green-river,"Hornitos Plata Tequila, Green Chartreuse Liqueur, Hornitos Plata Tequila, Green Chartreuse Liqueur, Lime Juice, Lime Twist",Cordials,Sweet,3,41,"Hornitos Plata Tequila, Green Chartreuse Liqueur, Lime Juice, Lime Twist",['green'],,,NA,NA,NA,citrus,NA,NA,NA,NA,nocinnamon,nomint,lime
Horchata,https://www.thecocktailproject.com/drink-recipes/horchata,"Hornitos Plata Tequila, Coconut Water, Hornitos Plata Tequila, Coconut Water, Almond Milk, Cinnamon, Ground, Sugar",Tequila,Spicy,3,28,"Hornitos Plata Tequila, Coconut Water, Almond Milk, Cinnamon, Ground, Sugar",['brown'],['spring'],"It's an old-world drink that's always in style. Get your spice on with a Horchata recipe that's cool, creamy, and bursting with coconut, cinnamon and nutty flavors. Add Hornitos?? 100% Agave tequila and pour it over ice for a refreshingly delicious Horchata drink that's perfect for Cinco de Mayo, a savory Mexican fiesta or for serving with your spiciest appetizers.",NA,NA,NA,NA,NA,NA,NA,cinnamon,cinnamon,nomint,nolime
